time,open,high,low,close,volume
2017-05-31 12:00:00,316950.0,325000.0,267850.0,310450.0,441428.1009270196
2017-06-01 00:00:00,310450.0,310650.0,290050.0,303200.0,175193.54073751217
2017-06-01 12:00:00,303250.0,303900.0,290100.0,290950.0,118731.86614158798
2017-06-02 00:00:00,290900.0,298000.0,285000.0,293800.0,124482.28980461707
2017-06-02 12:00:00,294000.0,294050.0,281800.0,286400.0,93929.35821034532
2017-06-03 00:00:00,286750.0,287200.0,280200.0,283650.0,53212.53840201683
2017-06-03 12:00:00,283650.0,284000.0,255350.0,272000.0,170678.8801723147
2017-06-04 00:00:00,272250.0,295750.0,270100.0,290700.0,83311.28084955939
2017-06-04 12:00:00,290700.0,298800.0,280350.0,295200.0,133230.53186932363
2017-06-05 00:00:00,295200.0,308000.0,293500.0,295500.0,131301.98523874802
2017-06-05 12:00:00,295500.0,298200.0,289950.0,293500.0,69480.74133555754
2017-06-06 00:00:00,293500.0,295700.0,292300.0,294750.0,46054.600173731036
2017-06-06 12:00:00,294800.0,314600.0,294700.0,308250.0,166322.72388398118
2017-06-07 00:00:00,308050.0,314300.0,302550.0,309800.0,107552.73129384693
2017-06-07 12:00:00,309800.0,311950.0,305000.0,307500.0,86844.07751090897
2017-06-08 00:00:00,307400.0,308900.0,298000.0,302950.0,76040.58439870203
2017-06-08 12:00:00,303000.0,306500.0,302150.0,302350.0,50763.63703435332
2017-06-09 00:00:00,302200.0,307500.0,300550.0,306450.0,38681.53266329026
2017-06-09 12:00:00,306550.0,309300.0,305150.0,309300.0,52847.6998638428
2017-06-10 00:00:00,309350.0,329900.0,309300.0,327500.0,203525.28383057358
2017-06-10 12:00:00,327500.0,343900.0,327100.0,334550.0,259715.4413894176
2017-06-11 00:00:00,334600.0,399450.0,334500.0,378400.0,574180.1782107711
2017-06-11 12:00:00,378500.0,398450.0,370550.0,382800.0,338013.5843567938
2017-06-12 00:00:00,382700.0,394950.0,377650.0,393900.0,119562.21122312709
2017-06-12 12:00:00,393500.0,488000.0,390300.0,457000.0,694187.5024950528
2017-06-13 00:00:00,457000.0,481000.0,396100.0,451100.0,514450.2973120061
2017-06-13 12:00:00,451000.0,469000.0,416000.0,442000.0,362219.7397705635
2017-06-14 00:00:00,441950.0,469200.0,441800.0,448950.0,191568.34611934322
2017-06-14 12:00:00,448950.0,455200.0,425000.0,437300.0,243054.66129354597
2017-06-15 00:00:00,437300.0,442950.0,390000.0,421850.0,321755.7674021272
2017-06-15 12:00:00,421800.0,422000.0,350000.0,379850.0,694374.9767740598
2017-06-16 00:00:00,379850.0,439000.0,374900.0,417000.0,379133.4256372813
2017-06-16 12:00:00,415900.0,440000.0,414650.0,433000.0,250678.70841923347
2017-06-17 00:00:00,432950.0,437700.0,430150.0,434000.0,83166.57742511104
2017-06-17 12:00:00,433950.0,449000.0,433300.0,445750.0,145791.56033660378
2017-06-18 00:00:00,445750.0,458000.0,440000.0,457000.0,119062.22809187208
2017-06-18 12:00:00,457000.0,463750.0,443800.0,448300.0,175272.41344693434
2017-06-19 00:00:00,448350.0,454200.0,442450.0,450850.0,70302.11628044193
2017-06-19 12:00:00,450850.0,454850.0,446900.0,450200.0,108820.6595368101
2017-06-20 00:00:00,450200.0,460000.0,448950.0,454850.0,97427.30372174877
2017-06-20 12:00:00,454850.0,459400.0,453150.0,458100.0,102258.49549238193
2017-06-21 00:00:00,458100.0,462000.0,448550.0,452600.0,100941.70534588919
2017-06-21 12:00:00,453000.0,455200.0,433000.0,440900.0,217599.71190621605
2017-06-22 00:00:00,440050.0,445000.0,400400.0,431850.0,295238.03897617763
2017-06-22 12:00:00,432000.0,432300.0,415250.0,421600.0,170437.94884235316
2017-06-23 00:00:00,421900.0,429800.0,415700.0,420000.0,86263.53384667501
2017-06-23 12:00:00,420000.0,427750.0,419000.0,420650.0,96438.89141890472
2017-06-24 00:00:00,420700.0,422450.0,415750.0,419300.0,60542.539275681214
2017-06-24 12:00:00,419300.0,421800.0,390000.0,406850.0,167328.7489651566
2017-06-25 00:00:00,406750.0,412000.0,391650.0,404000.0,100827.1624069361
2017-06-25 12:00:00,404000.0,406750.0,395000.0,396000.0,133739.3970076581
2017-06-26 00:00:00,396100.0,398000.0,319500.0,383550.0,359473.4446935812
2017-06-26 12:00:00,383300.0,387000.0,340100.0,341050.0,414443.66578252905
2017-06-27 00:00:00,341050.0,349000.0,297400.0,336900.0,638423.0701265569
2017-06-27 12:00:00,336900.0,338250.0,267250.0,283450.0,558140.2859356593
2017-06-28 00:00:00,283450.0,359850.0,278000.0,324800.0,821874.0686072494
2017-06-28 12:00:00,324850.0,386500.0,324850.0,365000.0,669908.7725985107
2017-06-29 00:00:00,365000.0,398000.0,354200.0,386300.0,525273.1954754727
2017-06-29 12:00:00,386300.0,393000.0,342000.0,358500.0,700584.4379948026
2017-06-30 00:00:00,358500.0,375900.0,355050.0,357000.0,260618.67305373627
2017-06-30 12:00:00,357100.0,374100.0,351000.0,363250.0,333645.9437054511
2017-07-01 00:00:00,363100.0,366500.0,341150.0,350950.0,198054.7317319642
2017-07-01 12:00:00,351000.0,351800.0,323750.0,333000.0,432084.27420362085
2017-07-02 00:00:00,333000.0,340900.0,321200.0,324000.0,178421.2837758447
2017-07-02 12:00:00,323750.0,338350.0,312100.0,323800.0,345067.21942523634
2017-07-03 00:00:00,323800.0,353950.0,322400.0,338550.0,255878.73790903096
2017-07-03 12:00:00,338500.0,345000.0,332300.0,340050.0,233207.25996490708
2017-07-04 00:00:00,340400.0,341900.0,335250.0,338500.0,85376.10802145951
2017-07-04 12:00:00,338400.0,340650.0,333100.0,333950.0,121616.05639098126
2017-07-05 00:00:00,334000.0,336000.0,318750.0,324000.0,176085.92704677643
2017-07-05 12:00:00,323500.0,326400.0,305050.0,309800.0,222514.63205963286
2017-07-06 00:00:00,309800.0,326900.0,309800.0,314200.0,108363.59476965369
2017-07-06 12:00:00,314150.0,330000.0,314150.0,321200.0,198197.08757759424
2017-07-07 00:00:00,321050.0,323950.0,316100.0,316150.0,55078.959150874594
2017-07-07 12:00:00,316100.0,321850.0,300100.0,301350.0,164108.99066169834
2017-07-08 00:00:00,301350.0,308450.0,275100.0,292500.0,226091.974268813
2017-07-08 12:00:00,293000.0,304650.0,286050.0,297200.0,235074.43640738062
2017-07-09 00:00:00,297300.0,302000.0,290000.0,298450.0,111286.47435595685
2017-07-09 12:00:00,298400.0,303000.0,287900.0,288700.0,126262.54946091308
2017-07-10 00:00:00,288700.0,294200.0,283550.0,286100.0,64837.381836666624
2017-07-10 12:00:00,285800.0,288500.0,268500.0,269900.0,205462.36257743457
2017-07-11 00:00:00,269850.0,278200.0,230450.0,246550.0,331838.68371400516
2017-07-11 12:00:00,246900.0,258600.0,223800.0,238000.0,606331.9379397697
2017-07-12 00:00:00,238050.0,245550.0,229000.0,231100.0,188090.82481980562
2017-07-12 12:00:00,231300.0,254500.0,230900.0,243350.0,325108.4787278644
2017-07-13 00:00:00,243250.0,275000.0,242100.0,267100.0,429031.8654129307
2017-07-13 12:00:00,267100.0,270350.0,245500.0,250100.0,238193.6121994438
2017-07-14 00:00:00,249850.0,251300.0,235550.0,238250.0,164092.72858532015
2017-07-14 12:00:00,238250.0,243200.0,230300.0,231800.0,146420.86590258696
2017-07-15 00:00:00,231800.0,239500.0,217800.0,218000.0,213974.7685515228
2017-07-15 12:00:00,218000.0,225500.0,190050.0,195300.0,397557.2551592028
