close,volume,close_log,nvi,pvi,ma_5,ma_10,ma_20,ma_60,rsi,vpt,obv,std_5,std_10,std_20,std_60,mfi,ema_5,ema_10,ema_20,ema_60,fi,ubb,mbb,lbb
301350.0,164108.99066169834,12.616027658911191,1.0862315682149795,301350.0,312540.0,323775.0,336217.5,380139.1666666667,23.59215017064846,-979054.2980091578,-1733953.9429095755,312540.0,323775.0,336217.5,380139.1666666667,30.732200733829746,313487.1491962423,321311.9100646953,335754.59963012574,355867.8334535222,-10158346521.959127,379414.62801125826,336217.5,293020.37198874174
292500.0,226091.974268813,12.58621994565405,1.0862315682149795,292500.0,309080.0,319170.0,334602.5,379965.0,24.307692307692307,-985694.1319971419,-1960045.9171783885,309080.0,319170.0,334602.5,379965.0,33.10199148059423,306491.43279749487,316073.3809620234,331635.11395106616,353790.1995698001,-13215075896.01212,381824.6120707347,334602.5,287380.3879292653
297200.0,235074.43640738065,12.602160591825742,1.0862315682149795,297200.0,305680.0,314885.0,331212.5,379879.1666666667,32.189054726368155,-981916.8675488866,-1724971.4807710077,305680.0,314885.0,331212.5,379879.1666666667,40.490955460527836,303394.28853166325,312641.8571507464,328355.57928905985,351934.7831904624,-8415664823.384227,378977.83509609336,331212.5,283447.16490390664
298450.0,111286.47435595685,12.606357693596797,1.0908001733975794,297200.0,301130.0,310880.0,326820.0,379745.8333333333,36.22641509433962,-981448.8053249803,-1613685.006415051,301130.0,310880.0,326820.0,379745.8333333333,52.49108987086333,301746.1923544422,310061.5194869743,325507.42888057797,350181.1837415948,-2843369419.7946973,369097.5839572597,326820.0,284542.4160427403
288700.0,126262.54946091308,12.573143365651028,1.0908001733975794,288700.0,295640.0,306355.0,323330.0,379402.5,32.84457478005865,-985573.6498793241,-1739947.555875964,295640.0,306355.0,323330.0,379402.5,54.15200602494481,297397.46156962815,306177.60685297893,322001.9594633801,348165.4072254769,-4431815486.07805,366117.18942566053,323330.0,280542.81057433947
286100.0,64837.381836666624,12.564096679038203,1.0809765486977745,288700.0,292590.0,302565.0,319785.0,378712.5,20.9095951192457,-986157.5681085425,-1804784.9377126307,292590.0,302565.0,319785.0,378712.5,44.427755358793235,293631.6410464188,302527.13287971,318582.7252287725,346130.4758410351,-3400720677.333164,362574.80572150566,319785.0,276995.19427849434
269900.0,205462.36257743457,12.505806799006097,1.0809765486977745,269900.0,288070.0,298575.0,315117.5,377635.0,16.547448736289937,-997791.5781531228,-2010247.3002900654,288070.0,298575.0,315117.5,377635.0,35.96698794829539,285721.0940309459,296594.9269015809,313946.27520698466,343631.11597739457,-14413184734.807035,358307.87752238696,315117.5,271927.12247761304
246550.0,331838.6837140052,12.415320091652273,1.0809765486977745,246550.0,277940.0,291810.0,309897.5,375437.5,13.699170943545202,-1026500.1119238602,-2342085.9840040705,277940.0,291810.0,309897.5,375437.5,37.220627324446504,272664.0626872973,287495.84928311163,307527.582330129,340448.12856829964,-30512566967.50278,359598.19866076746,309897.5,260196.80133923254
238000.0,606331.9379397697,12.380025952653611,1.0809765486977745,238000.0,265850.0,283490.0,305147.5,373024.1666666667,13.279755070799848,-1047526.8329515829,-2948417.92194384,265850.0,283490.0,305147.5,373024.1666666667,34.31073333346819,261109.37512486486,278496.6039589095,300905.90782249765,337089.17353327345,-58177549445.3209,363035.8360217619,305147.5,247259.1639782381
231100.0,188090.8248198056,12.350605796262471,1.0496373126220826,238000.0,254330.0,274985.0,300502.5,370310.8333333333,13.59717868338558,-1052979.8862761906,-3136508.7467636457,254330.0,274985.0,300502.5,370310.8333333333,29.837950769132725,251106.25008324324,269879.0396027441,294257.7261251169,333614.11866333004,-17473637625.75994,366378.9831052462,300502.5,234626.01689475382
243350.0,325108.4787278644,12.402256015261601,1.0496373126220826,243350.0,245780.0,269185.0,296480.0,366750.0,23.5575009948269,-1035746.7453656916,-2811400.268035781,245780.0,269185.0,296480.0,366750.0,35.93445768843445,248520.83338882885,265055.5778567906,289409.37125605816,330654.63936289295,-21603458411.466587,366085.88601850456,296480.0,226874.11398149544
267100.0,429031.8654129307,12.495378399098053,1.0496373126220826,267100.0,245220.0,266645.0,292907.5,363683.3333333333,33.758620689655174,-993874.927804331,-2382368.4026228506,245220.0,266645.0,292907.5,363683.3333333333,36.66850070234548,254713.8889258859,265427.2909737378,287284.66923167167,328570.8806952571,-20207400860.949036,360733.43258908385,292907.5,225081.56741091615
250100.0,238193.6121994438,12.429616116865711,0.9828314933986628,267100.0,245930.0,261935.0,288410.0,360485.0,27.064516129032256,-1009035.1352449545,-2620562.0148222945,245930.0,261935.0,288410.0,360485.0,29.50141218005472,253175.9259505906,262640.51079669455,283743.27216198866,325998.06493475684,-16935565827.380455,354991.509998529,288410.0,221828.49000147101
238250.0,164092.72858532015,12.381075821516449,0.9362639076458673,267100.0,245980.0,255915.0,283397.5,356973.3333333333,25.927070457354755,-1016810.0206257463,-2784654.7434076145,245980.0,255915.0,283397.5,356973.3333333333,29.601345869287453,248200.61730039376,258205.8724700228,279410.5795751326,323121.079199191,-12782823556.79644,349191.00051886827,283397.5,217603.99948113173
231800.0,146420.86590258696,12.353630209887788,0.9109169938816875,267100.0,246120.0,250225.0,278290.0,353548.3333333333,27.337895079830567,-1020773.9853060052,-2931075.6093102014,246120.0,250225.0,278290.0,353548.3333333333,28.871388921477497,242733.7448669292,253404.80474820046,274876.2386632152,320126.9454549552,-10183571223.524923,343416.1819773536,278290.0,213163.81802264642
218000.0,213974.7685515228,12.292250341771226,0.9109169938816875,218000.0,241050.0,243415.0,272990.0,350150.8333333333,26.48358585858586,-1033512.7765312468,-3145050.3778617242,241050.0,243415.0,272990.0,350150.8333333333,29.398859910767438,234489.16324461947,246967.5675212549,269459.45402862324,316778.52101380914,-15941120257.08845,339687.1521525707,272990.0,206292.84784742928
195300.0,397557.2551592028,12.18229211686477,0.9109169938816875,195300.0,226690.0,235955.0,267265.0,347075.0,21.116780045351476,-1074909.7934675491,-3542607.633020927,226690.0,235955.0,267265.0,347075.0,22.352679350289804,221426.10882974634,237573.46433557218,262396.64888304006,312795.61868548754,-40511084300.72276,340038.14498892403,267265.0,194491.85501107597
191700.0,350526.949535034,12.163686929033735,0.8941258972202739,195300.0,215010.0,230470.0,261140.0,343320.0,20.139860139860144,-1081371.1197262595,-3893134.5825559613,215010.0,230470.0,261140.0,343320.0,14.100091089415875,211517.40588649758,229232.8344563772,255663.63470370293,308825.270531865,-37418751862.86488,337797.1766819136,261140.0,184482.8233180864
160050.0,880481.9146554593,11.983241545398009,0.8941258972202739,160050.0,199370.0,222675.0,253082.5,338770.8333333333,17.941689509095436,-1226740.1995324425,-4773616.497211421,199370.0,222675.0,253082.5,338770.8333333333,13.53336025921087,194361.60392433175,216654.1372824904,246557.57425573122,303947.3928095088,-113273998320.42485,336718.3666136159,253082.5,169446.6333863841
184200.0,633525.5542949742,12.123777402803345,1.02904086390487,160050.0,189850.0,217985.0,246485.0,334607.5,27.07020702070207,-1131147.3089593488,-4140090.942916447,189850.0,217985.0,246485.0,334607.5,26.15613590154238,190974.40261622117,210753.3850493103,240618.7576599473,300021.24878296745,-64556253982.65787,329990.81511424674,246485.0,162979.18488575326
197100.0,799670.8545065935,12.191466493140812,1.02904086390487,197100.0,185670.0,213360.0,241272.5,330463.3333333333,33.37140246687986,-1075144.301233317,-3340420.088409853,185670.0,213360.0,241272.5,330463.3333333333,34.255819460992356,193016.2684108141,208270.95140398116,236474.11407328566,296646.78160975536,-58216038208.08001,323361.16499738354,241272.5,159183.83500261646
214450.0,848872.6155404587,12.275831889945028,1.02904086390487,214450.0,189500.0,208095.0,237370.0,326420.8333333333,42.46124941286989,-1000421.1156441392,-2491547.4728693943,189500.0,208095.0,237370.0,326420.8333333333,44.19083549494083,200160.84560720943,209394.41478507547,234376.57939963942,293951.8051635339,-27248810958.848724,316574.87358742533,237370.0,158165.12641257467
242000.0,774870.562016717,12.396693005138824,1.1612398650733438,214450.0,199560.0,207285.0,234610.0,322982.5,50.86244070720139,-900874.9091458387,-1716676.9108526772,199560.0,207285.0,234610.0,322982.5,54.66626199103784,214107.2304048063,215322.70300597083,235102.61945681664,292248.46728931967,3099482248.0668683,308719.6811631604,234610.0,160500.31883683958
252000.0,1395546.938449727,12.43718436649356,1.1612398650733438,252000.0,217950.0,208660.0,232287.5,319668.3333333333,54.44680851063829,-843207.6802842797,-321129.9724029503,217950.0,208660.0,232287.5,319668.3333333333,66.69261092738668,226738.1536032042,221991.30245943068,236711.89379426267,290928.8454109813,29166931013.599293,300662.85624847084,232287.5,163912.1437515292
263000.0,1172171.9242842246,12.4799093111599,1.2119289068027357,252000.0,233710.0,211780.0,231002.5,316548.3333333333,54.20320855614973,-792041.4454940953,851041.9518812743,233710.0,211780.0,231002.5,316548.3333333333,50.78519341528512,238825.43573546948,229447.42928498873,239215.52295671386,290013.1455614409,23033178312.185013,295785.55882347905,231002.5,166219.44117652095
251650.0,1137001.671101152,12.435794512204506,1.1596270319274085,252000.0,244620.0,215145.0,229280.0,313161.6666666667,46.51005195391913,-841109.7685625291,-285959.7192198776,244620.0,215145.0,229280.0,313161.6666666667,40.48151836420573,243100.29049031303,233484.2603240817,240399.75886559824,288755.33751024614,-17566675818.5128,289570.97340136615,229280.0,168989.02659863382
254000.0,1080521.6014105417,12.445089546000673,1.1704560544786877,252000.0,252530.0,221015.0,228485.0,309760.0,50.943396226415096,-831019.4615356474,794561.8821906641,252530.0,221015.0,228485.0,309760.0,50.676251098670534,246733.52699354204,237214.39481061228,241695.01992601744,287615.8182476151,4214034245.5011125,286911.220681796,228485.0,170058.77931820397
255400.0,515336.2104268824,12.450586222580576,1.1769073870624285,252000.0,255210.0,227385.0,228927.5,306473.3333333333,54.36942675159236,-828179.0257301449,1309898.0926175464,255210.0,227385.0,228927.5,306473.3333333333,57.88589618492125,249622.35132902802,240520.86848141006,243000.25612353958,286559.56191162777,8838016008.821033,288059.58653425623,228927.5,169795.41346574374
249600.0,448268.38854896615,12.42761491547741,1.150180437786931,252000.0,254730.0,236340.0,229507.5,303285.0,54.55010224948875,-838358.9656423767,861629.7040685803,254730.0,236340.0,229507.5,303285.0,61.174966520533424,249614.9008860187,242171.6196666082,243628.80315939296,285347.7729964924,7979177316.1715975,289238.79546472913,229507.5,169776.20453527087
247800.0,290662.83252565406,12.420377248177179,1.1418858673221213,252000.0,251690.0,242700.0,230342.5,300217.5,58.11546840958606,-840455.0918384752,570966.8715429262,251690.0,242700.0,230342.5,300217.5,59.19285126972246,249009.9339240125,243194.96154540667,244026.06000135554,284116.69847201725,8661752409.26449,290631.8311239099,230342.5,170053.1688760901
248200.0,232165.6239947223,12.421990151752643,1.1437291052031902,252000.0,251000.0,247810.0,230585.0,297327.5,66.39801611903286,-840080.3289264579,803132.4955376484,251000.0,247810.0,230585.0,297327.5,61.52707291336852,248739.9559493417,244104.9685371509,244423.57809646454,282939.10180080356,12281561509.320808,291133.08528416883,230585.0,170036.9147158312
253250.0,177595.95110745364,12.44213242211093,1.1669999834516838,252000.0,250850.0,251690.0,229892.5,294548.3333333333,68.90937019969277,-836466.8738374464,980728.4466451021,250850.0,251690.0,229892.5,294548.3333333333,64.47221900495657,250243.3039662278,245767.70153039618,245264.18970632507,281965.6886270067,10931030790.663773,288981.3739638506,229892.5,170803.6260361494
252850.0,237308.6324114686,12.44055170650813,1.1669999834516838,252850.0,250340.0,252775.0,230030.0,291751.6666666667,85.2851711026616,-836841.6949745228,743419.8142336335,250340.0,252775.0,230030.0,291751.6666666667,65.1335715388321,251112.20264415187,247055.3921612332,245986.6478295322,281011.0758851376,22022241087.784286,289329.2890700264,230030.0,170730.71092997355
252600.0,94762.38578425246,12.439562488898527,1.1658461373141995,252850.0,250940.0,252835.0,230747.5,288973.3333333333,81.78438661710037,-836935.3892456166,648657.428449381,250940.0,252835.0,230747.5,288973.3333333333,63.89594421009185,251608.13509610126,248063.50267737263,246616.49089338625,280079.565200379,6481747187.642868,290807.9386387055,230747.5,170687.06136129444
250700.0,137829.73971886066,12.432012284146385,1.1658461373141995,250700.0,251520.0,251605.0,231692.5,286370.8333333333,77.7432712215321,-837972.1133369303,510827.68873052037,251520.0,251605.0,231692.5,286370.8333333333,61.36076050296526,251305.42339740085,248542.8658269412,247005.39652258754,279116.30076757964,7387674048.930931,292413.7810609612,231692.5,170971.21893903884
249500.0,52074.1419129751,12.42721419417371,1.1602657010765567,250700.0,251780.0,251390.0,233267.5,283795.8333333333,71.78371659415787,-838221.3712958277,458753.54681754526,251780.0,251390.0,233267.5,283795.8333333333,57.57957495828322,250703.61559826724,248716.8902220428,247242.97780615065,278145.2745129049,1825198674.0497773,294127.3240566842,233267.5,172407.6759433158
228000.0,813193.9317452238,12.337100907936577,1.1602657010765567,228000.0,246730.0,248790.0,234902.5,280995.8333333333,40.59139784946237,-908296.1990814883,-354440.38492767856,246730.0,248790.0,234902.5,280995.8333333333,53.33238777527862,243135.74373217818,244950.1829089441,245410.3132531839,276501.167151826,-11384715044.433134,293169.33154157916,234902.5,176635.6684584208
227700.0,340772.98844477115,12.33578425205183,1.1587390356804033,228000.0,241700.0,246020.0,236702.5,278398.3333333333,31.221020092735703,-908744.5845925999,-695213.3733724498,241700.0,246020.0,236702.5,278398.3333333333,43.948518300147924,237990.49582145215,241813.7860164088,243723.61675288068,274901.12888455304,-8280783619.207939,291468.9560705396,236702.5,181936.0439294604
228000.0,463081.7879289333,12.337100907936577,1.1587390356804033,228000.0,236780.0,243860.0,240100.0,276514.1666666667,17.59259259259259,-908134.4636598872,-232131.5854435165,236780.0,243860.0,240100.0,276514.1666666667,51.781014074012624,234660.33054763477,239302.1885588799,242226.12944308252,273363.3869539119,-16207862577.512665,281690.1050985122,240100.0,198509.8949014878
227350.0,146506.87541579947,12.334245959253156,1.1554356129909635,228000.0,232110.0,241815.0,242257.5,274688.3333333333,21.939953810623557,-908552.1367696252,-378638.46085931594,232110.0,241815.0,242257.5,274688.3333333333,66.1145241597901,232223.5536984232,237129.06336635628,240809.355210408,271854.7513160787,-3560117072.603927,275219.69964236586,242257.5,209295.30035763414
226550.0,132891.10564567213,12.330720950095285,1.1513698619885762,228000.0,227520.0,239650.0,243730.0,273740.0,17.12574850299401,-909019.7544714793,-511529.56650498806,227520.0,239650.0,243730.0,273740.0,59.357265584668205,230332.36913228215,235205.59729974603,239451.32138084533,270369.3496335843,-3647860849.9737,270187.77967372135,243730.0,217272.22032627865
227550.0,104175.930252426,12.335125273444788,1.1564520507415603,228000.0,227430.0,237080.0,244385.0,272119.1666666667,16.324062877871825,-908559.9180987033,-407353.63625256205,227430.0,237080.0,244385.0,272119.1666666667,49.461380270875715,229404.9127548548,233813.670517974,238317.86220171722,268965.43653084384,-2901299657.530064,268318.94638319616,244385.0,220451.05361680384
224150.0,243482.97798458737,12.320070749583586,1.1564520507415603,224150.0,226720.0,234210.0,243492.5,269771.6666666667,17.329910141206675,-912197.9850077237,-650836.6142371495,226720.0,234210.0,243492.5,269771.6666666667,40.632323676976476,227653.2751699032,232056.63951470598,236968.54199202987,267496.0779560621,-6196641789.707748,269075.37410297064,243492.5,217909.62589702936
211800.0,141799.96162199264,12.263397712149443,1.0927349736652352,224150.0,223480.0,230130.0,241482.5,266863.3333333333,13.636363636363638,-920010.7422061694,-792636.5758591421,223480.0,230130.0,241482.5,266863.3333333333,43.57240469578322,222368.85011326883,228373.6141483958,234571.53799278894,265669.9770394699,-5104798618.391735,270356.20457335707,241482.5,212608.79542664296
204900.0,333244.05157153885,12.23027733422699,1.0927349736652352,204900.0,218990.0,225550.0,238577.5,264303.3333333333,11.339285714285714,-930867.1348211062,-1125880.627430681,218990.0,225550.0,238577.5,264303.3333333333,36.69292714817329,216545.90007551256,224105.68430323293,231745.67723157094,263677.5187758807,-14429467433.047632,269921.1886117365,238577.5,207233.81138826348
227350.0,572626.2433601273,12.334245959253156,1.0927349736652352,227350.0,219150.0,223335.0,237362.5,262142.5,32.35694822888283,-868126.9729693012,-553254.3840705536,219150.0,223335.0,237362.5,262142.5,37.58245919846168,220147.26671700837,224695.55988446332,231327.04130475465,262486.45258650754,-14831019703.027298,268455.46544236375,237362.5,206269.53455763622
228900.0,419219.35790448514,12.341040505940658,1.1001848932129858,227350.0,219420.0,223425.0,236107.5,259903.33333333334,33.93695506371563,-865268.8687038429,-134035.02616606845,219420.0,223425.0,236107.5,259903.33333333334,48.661059308328106,223064.8444780056,225460.0035418336,231095.89451382562,261385.2574197368,-10040303621.81242,266388.5566978246,236107.5,205826.44330217535
223200.0,189315.2554187201,12.315823509489292,1.0727884148760962,227350.0,219230.0,222975.0,234497.5,257774.16666666666,31.624999999999996,-869983.1411192501,-323350.2815847886,219230.0,222975.0,234497.5,257774.16666666666,40.18796294483501,223109.89631867042,225049.09380695474,230343.90456012794,260133.28176663065,-5565868509.310371,263870.0162443796,234497.5,205124.98375562037
225800.0,224401.2641056224,12.3274049306977,1.0727884148760962,225800.0,222030.0,222755.0,233307.5,255987.5,34.572490706319705,-867369.1478993817,-98949.01747916618,222030.0,222755.0,233307.5,255987.5,43.956995632042194,224006.5975457803,225185.62220569025,229911.15174487766,259007.60039723292,-5587591476.229998,262024.91219465857,233307.5,204590.08780534143
239700.0,459874.6074056494,12.387143420422476,1.0727884148760962,239700.0,228990.0,223990.0,232902.5,254582.5,44.75374732334047,-839059.7721556327,360925.5899264832,228990.0,223990.0,232902.5,254582.5,48.57409374938591,229237.7316971869,227824.59998647383,230843.42300727026,258374.5643186351,-4506771152.575364,260980.68923161438,232902.5,204824.31076838562
251050.0,1239388.764586171,12.433407401462851,1.0727884148760962,251050.0,233730.0,226440.0,233045.0,253370.0,63.84384384384384,-780373.6541829458,1600314.3545126542,233730.0,226440.0,233045.0,253370.0,54.60377084565763,236508.4877981246,232047.39998893312,232767.85891133978,258134.41466884376,28567911023.71124,261476.78169806363,233045.0,204613.21830193637
256900.0,254860.18491364797,12.456442183097975,1.0977866711080229,251050.0,239330.0,229375.0,233227.5,252009.16666666666,66.44144144144144,-774434.8687547648,1855174.5394263023,239330.0,229375.0,233227.5,252009.16666666666,75.71839522440327,243305.6585320831,236566.0545363998,235066.15806264075,258093.94205675053,7441917399.47852,262246.1596048678,233227.5,204208.84039513217
247900.0,402173.2443191373,12.42078071802328,1.0977866711080229,247900.0,244270.0,231750.0,232980.0,250473.33333333334,60.2051282051282,-788524.2389333255,1453001.295107165,244270.0,231750.0,232980.0,250473.33333333334,76.58988357211177,244837.1056880554,238626.77189341802,236288.42872334164,257759.71444833247,8003247561.950832,261371.64814184897,232980.0,204588.35185815103
249000.0,136412.63293125553,12.425208175446844,1.1026578503666709,247900.0,248910.0,235470.0,232800.0,248981.66666666666,61.05155691679428,-787918.9388275393,1589413.9280384204,248910.0,235470.0,232800.0,248981.66666666666,67.71323990268262,246224.73712537027,240512.813367342,237499.05455921387,257472.5106959281,2953333502.9616823,260709.4588757445,232800.0,204890.5411242555
254650.0,516166.321134534,12.447645332312751,1.1026578503666709,254650.0,251900.0,240445.0,232997.5,247660.0,63.66731517509727,-776206.7311391453,2105580.2491729544,251900.0,240445.0,232997.5,247660.0,67.73498714550918,249033.1580835802,243083.21093691615,239132.47793452683,257379.96936163536,14504273623.880405,261490.11169237847,232997.5,204504.88830762153
255750.0,263502.89964332303,12.451955683813873,1.1074209512321855,254650.0,252840.0,243285.0,233310.0,246522.5,63.70262390670553,-775068.4896720035,2369083.1488162773,252840.0,243285.0,233310.0,246522.5,70.34275895644392,251272.1053890535,245386.26349384047,240715.09908361954,257326.5277432211,7430781769.9417095,262688.0369090858,233310.0,203931.96309091419
251450.0,499789.3373827481,12.43499944160011,1.1074209512321855,251450.0,251750.0,245540.0,234482.5,245550.0,63.150289017341045,-783471.5948557605,1869293.8114335292,251750.0,245540.0,234482.5,245550.0,67.96791657286958,251331.40359270235,246488.76104041492,241737.4705994653,257133.85470245974,13644248910.549023,264824.22522243444,234482.5,204140.77477756556
252700.0,104193.71631401588,12.439958293376286,1.112926125974839,251450.0,252710.0,248490.0,235732.5,244525.0,72.06040992448759,-782953.6304676415,1973487.5277475452,252710.0,248490.0,235732.5,244525.0,64.39281299977192,251787.60239513492,247618.07721488492,242781.52101856383,256988.48241713317,4261522997.2432494,266945.08644572104,235732.5,204519.913554279
270800.0,811910.844613343,12.509135820020258,1.112926125974839,270800.0,257070.0,252990.0,237872.5,243685.0,81.71318575553417,-724799.3515301603,2785398.372360888,257070.0,252990.0,237872.5,243685.0,66.53204641341149,258125.06826342328,251832.972266724,245449.9475882244,257441.31905919436,53504924660.0193,272531.49252947094,237872.5,203213.50747052906
295500.0,891483.5613562011,12.59642411582829,1.112926125974839,295500.0,265240.0,258570.0,241280.0,243340.83333333334,82.10080075365049,-643486.0429426486,3676881.933717089,265240.0,258570.0,241280.0,243340.83333333334,69.81910712292722,270583.3788422822,259772.43185459237,250216.61924648873,258689.14466381093,60754604706.4251,284037.3373204748,241280.0,198522.66267952518
299600.0,695714.0746502215,12.610203530625203,1.1283677405822734,295500.0,274010.0,263425.0,244932.5,243311.66666666666,82.52069917203312,-633833.1573045237,4372596.00836731,274010.0,263425.0,244932.5,243311.66666666666,72.26882506293263,280255.58589485486,267013.80788103014,254919.79836587075,260030.48418303026,49186985077.77066,294353.0079421811,244932.5,195511.99205781892
293400.0,570094.2451981453,12.589292144691019,1.1050170062978606,295500.0,282400.0,267075.0,248225.0,243326.66666666666,82.14285714285714,-645630.8352759139,3802501.763169165,282400.0,267075.0,248225.0,243326.66666666666,79.4590592667935,284637.0572632366,271811.29735720647,258584.57947388306,261124.56666883256,40020616012.9098,301400.91956001,248225.0,195049.08043999
303000.0,542181.9371970426,12.621488084491506,1.1411729819640484,295500.0,292460.0,272585.0,252167.5,243423.33333333334,83.21858864027539,-627890.7309913482,4344683.700366207,292460.0,272585.0,252167.5,243423.33333333334,80.84421187843132,290758.0381754911,277481.9705649871,262814.61952398944,262497.53169608396,41856445551.611694,309367.6129461529,252167.5,194967.38705384708
304800.0,199889.3006546342,12.627411102794628,1.1479522274014586,295500.0,299260.0,278165.0,256817.5,243529.16666666666,81.26801152737751,-626703.2697993404,4544573.001020841,299260.0,278165.0,256817.5,243529.16666666666,81.93041316081361,295438.69211699406,282448.8850077167,266813.2271883714,263884.49786998285,13012793472.616686,315306.35881313786,256817.5,198328.64118686214
